UUN,Age,Region,Gender,Nationality,Programme,Year,Status,Route,Year 1 Courses,Year 2 Courses,Year 3 Courses
S2601702,28,Nigeria,Male,Nigeria,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2619146,31,,Male,Trinidad & Tobago,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2591024,38,Uganda,Male,Uganda,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2602362,33,NIGERIA,Female,Nigeria,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2617073,28,Trinidad and Tobago,Female,Trinidad & Tobago,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2459957,41,China,Female,Malaysia,PTMFMFAMME2P,1,Fully matriculated,,"'GLHE11072 Applied Principles of Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'","'GLHE11078 Family Medicine Approach to Maternal and Child Health','GLHE11077 Family Medicine Approach to Non-Communicable Disease','GLHE11079 Family Medicine Approach to Patients with Complex Needs'",
S2271514,51,Hong Kong,Male,Hong Kong,PTMFMFAMME2P,2,Fully matriculated,,"'GLHE11072 Applied Principles of Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'","'GLHE11078 Family Medicine Approach to Maternal and Child Health','GLHE11077 Family Medicine Approach to Non-Communicable Disease','GLHE11079 Family Medicine Approach to Patients with Complex Needs'",
S1679170,31,Nigeria,Male,Nigeria,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S1268566,63,UNITED STATES,Male,United States,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2447348,33,Kenya,Female,Kenya,PTMFMFAMME2P,1,Fully matriculated,,"'GLHE11072 Applied Principles of Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'","'GLHE11078 Family Medicine Approach to Maternal and Child Health','GLHE11077 Family Medicine Approach to Non-Communicable Disease','GLHE11079 Family Medicine Approach to Patients with Complex Needs'",
S2617195,27,South Africa,Female,South Africa,PTMFMFAMME2P,1,New entrant not yet matriculated,,"'GLHE11092 Applying Evidence-Based Practice in Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'",,
S2462707,32,Trinidad and Tobago,Male,Trinidad & Tobago,PTMFMFAMME2P,1,Fully matriculated,,"'GLHE11072 Applied Principles of Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'","'GLHE11078 Family Medicine Approach to Maternal and Child Health','GLHE11077 Family Medicine Approach to Non-Communicable Disease','GLHE11079 Family Medicine Approach to Patients with Complex Needs'",
S2008276,45,United Arab Emirates,Female,Belgium,PTMFMFAMME2P,3,Fully matriculated,,"'GLHE11072 Applied Principles of Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'","'GLHE11078 Family Medicine Approach to Maternal and Child Health','GLHE11077 Family Medicine Approach to Non-Communicable Disease','GLHE11079 Family Medicine Approach to Patients with Complex Needs'","'GLHE11084 Family Medicine Research Methods','GLHE11085 Family Medicine Research Project'"
S2464969,28,China,Male,China,PTMFMFAMME2P,1,Fully matriculated,,"'GLHE11072 Applied Principles of Family Medicine','GLHE11071 Foundations of Family Medicine','GLHE11073 Professionalism in Family Practice'","'GLHE11078 Family Medicine Approach to Maternal and Child Health','GLHE11077 Family Medicine Approach to Non-Communicable Disease','GLHE11079 Family Medicine Approach to Patients with Complex Needs'",
S2267262,40,Scotland,Female,Canada,PTPGCGLOHC2P,2,Fully matriculated,,'GLHE11006 Global Health Challenges: An Introduction',,
S2272618,30,United States of America,Female,United States,PTPGCGLOHC1P,,Interrupted ASSUMED COMPLETED AND RESULT ASSUMED PENDING,,'GLHE11006 Global Health Challenges: An Introduction',,
S1603758,25,Scotland,Female,United Kingdom,PTPGCGLOHC1P,1,Fully matriculated,,'GLHE11006 Global Health Challenges: An Introduction',,
S2457984,28,Ethiopia,Female,Ethiopia,PTMPHEALTH2P,1,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology','PUHR11069 Systematic Reviews'",
S2599319,33,Egypt,Female,Egypt,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2462405,38,Canada,Female,Canada,PTMPHEALTH2P,1,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11076 Maternal, Newborn and Child Health in a Global Context','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'",
S2136964,32,England,Female,United Kingdom,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','PUHR11076 Maternal, Newborn and Child Health in a Global Context','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'","'VESC11224 Innovative Approaches to Health Challenges Across Disciplines','PUHR11074 Integrating public health practice','GLHE11087 Introduction to Global Mental Health','PUHR11083 Public health approaches to declining health, dying and bereavement','PUHR11065 Societies, Reproduction and Health'"
S2438493,31,NIGERIA,Male,Nigeria,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2597130,29,Ghana,Male,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2260569,37,India,Female,India,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology','PUHR11069 Systematic Reviews'",'GLHE11074 MPH (online) Dissertation'
S2585435,28,GHANA,Male,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2128808,31,Pakistan,Female,Pakistan,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','VESC11224 Innovative Approaches to Health Challenges Across Disciplines','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'",'GLHE11074 MPH (online) Dissertation'
S2138066,44,England,Male,United Kingdom,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'VESC11224 Innovative Approaches to Health Challenges Across Disciplines','GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'","'PUHR11074 Integrating public health practice','GLHE11087 Introduction to Global Mental Health','PUHR11076 Maternal, Newborn and Child Health in a Global Context','PUHR11083 Public health approaches to declining health, dying and bereavement','PUHR11065 Societies, Reproduction and Health'"
S2263627,29,Ghana,Male,Ghana,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'GLHE11017 Introduction to Qualitative Research Methods','PUHR11076 Maternal, Newborn and Child Health in a Global Context','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'","'PUHR11074 Integrating public health practice','GLHE11087 Introduction to Global Mental Health','PUHR11079 Leadership and Management in Public Health','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11065 Societies, Reproduction and Health','PUHR11069 Systematic Reviews'"
S2242115,29,England,Male,Nigeria,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health','PUHR11064 Statistical Modelling for Epidemiology'",'GLHE11074 MPH (online) Dissertation'
S2608560,31,,Male,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2249988,44,South Sudan,Female,South Sudan,PTMPHEALTH2P,2,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'VESC11224 Innovative Approaches to Health Challenges Across Disciplines','GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'",'GLHE11074 MPH (online) Dissertation'
S2601796,28,Zambia,Female,Zambia,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2611401,25,Pakistan,Female,Pakistan,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2258906,36,Ghana,Male,Ghana,PTMPHEALTH2P,1,Interrupted OTHER REASON,,"'PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'",,
S2593818,37,GHANA,Female,Ghana,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2521864,26,Canada,Female,Canada,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2609259,27,ALGERIA,Female,Algeria,PTMPHEALTH2P,1,New entrant not yet matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health','PUHR11081 Public Policy for Health'",,
S2127531,32,"Spain, includes Ceuta, Melilla",Female,Tunisia,PTMPHEALTH2P,3,Successfully achieved an award,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11073 Fundamentals of Health Economics','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'VESC11224 Innovative Approaches to Health Challenges Across Disciplines','GLHE11017 Introduction to Qualitative Research Methods','PUHR11079 Leadership and Management in Public Health','GLHE11080 Migration and Health','PUHR11081 Public Policy for Health','PUHR11080 Research Design for Public and Global Health'","'PUHR11087 Governance and financial management for public health projects','PUHR11074 Integrating public health practice','PUHR11066 Introduction to Environmental and Occupational Epidemiology','PUHR11083 Public health approaches to declining health, dying and bereavement','PUHR11088 Qualitative interviewing and data analysis for public health'"
